snapshot_date,month,model_used,total_pipeline_loans,total_pipeline_value,live_pipeline_loans,live_pipeline_value,dead_pipeline_loans,dead_pipeline_value,already_funded_loans,already_funded_value,projected_total,overall_pull_through,median_cycle_days,elimination_total,elimination_count,elimination_pct,elim_opened_stale,elim_underwriting_unlocked_stale,elim_approved_expired_lock,elim_submitted_unlocked_stale,elim_application_stale
2025-12-15,2025-12,GradientBoosting,1109,314082997.0,708,146986672.0,401,167096325.0,156,68191001.0,100635340.82,0.3903,29.0,1109,401,36.2,285,52,43,17,4
