LoanGuid,Product Type,Branch Channel,Loan Purpose,LoanAmount,Funded D,cycle_days
82412142,2ND,Wholesale,Refinance,210000.0,2025-01-24,46
82412162,NONCONFORMING,Wholesale,Refinance CashOut,310000.0,2024-12-30,20
82412163,NONCONFORMING,Wholesale,Purchase,360000.0,2024-12-27,17
82412166,NONCONFORMING,Wholesale,Refinance CashOut,412500.0,2025-01-08,29
82412168,NONCONFORMING,Wholesale,Refinance CashOut,275000.0,2025-01-27,48
82412172,2ND,Wholesale,Refinance CashOut,450000.0,2025-01-27,47
82412173,2ND,Wholesale,Refinance CashOut,346500.0,2025-01-27,47
82412194,FHA,Wholesale,Purchase,337750.0,2025-01-06,26
82412149,FHA,Wholesale,Purchase,680325.0,2025-01-09,31
62502353,CONFORMING,Retail,Purchase,636500.0,2025-03-17,21
82502332,NONCONFORMING,Wholesale,Purchase,472000.0,2025-04-04,42
82502333,NONCONFORMING,Wholesale,Purchase,615904.0,2025-03-21,28
82502334,NONCONFORMING,Wholesale,Purchase,375200.0,2025-04-01,39
82502335,NONCONFORMING,Wholesale,Refinance CashOut,202500.0,2025-04-16,54
82502338,NONCONFORMING,Wholesale,Refinance,614000.0,2025-04-15,53
82502340,NONCONFORMING,Wholesale,Purchase,464000.0,2025-03-17,24
82502342,NONCONFORMING,Wholesale,Purchase,250000.0,2025-03-26,33
82502371,NONCONFORMING,Wholesale,Refinance CashOut,295500.0,2025-03-24,28
82502373,NONCONFORMING,Wholesale,Purchase,568000.0,2025-03-28,32
82502375,NONCONFORMING,Wholesale,Refinance CashOut,481600.0,2025-05-05,69
82502377,FHA,Wholesale,Purchase,463200.0,2025-03-26,29
82502379,CONVENTIONAL BOND STD MI,Wholesale,Purchase,428000.0,2025-03-25,28
62502380,CONFORMING,Retail,Purchase,323000.0,2025-07-07,34
82502357,NONCONFORMING,Wholesale,Purchase,976000.0,2025-03-24,29
82502360,CONFORMING,Wholesale,Purchase,200000.0,2025-03-27,31
82502361,2ND,Wholesale,Purchase,13300.0,2025-03-18,25
82410167,NONCONFORMING,Wholesale,Refinance CashOut,474500.0,2024-11-06,30
82410173,2ND,Wholesale,Refinance CashOut,153000.0,2024-11-18,42
82410180,NONCONFORMING,Wholesale,Purchase,204000.0,2024-10-28,21
82410182,FHA,Wholesale,Purchase,569350.0,2024-11-22,46
82410185,NONCONFORMING,Wholesale,Purchase,189000.0,2024-11-22,46
82410186,CONFORMING,Wholesale,Refinance CashOut,470000.0,2024-11-08,32
82410189,CONFORMING,Wholesale,Refinance CashOut,290000.0,2024-11-06,30
82410190,NONCONFORMING,Wholesale,Refinance,630000.0,2024-11-15,38
82410192,NONCONFORMING,Wholesale,Refinance,1012500.0,2024-12-03,56
82410197,NONCONFORMING,Wholesale,Refinance,500000.0,2024-12-27,80
82410198,2ND,Wholesale,Purchase,8575.0,2024-11-22,46
82410199,FHA,Wholesale,Purchase,439075.0,2024-10-23,15
82410200,CONFORMING,Wholesale,Purchase,461600.0,2024-10-22,14
82410204,2ND,Wholesale,Refinance CashOut,460000.0,2024-11-13,36
82410205,FHA,Wholesale,Purchase,800950.0,2024-10-29,21
82410208,NONCONFORMING,Wholesale,Purchase,518000.0,2024-11-05,28
82410209,NONCONFORMING,Wholesale,Refinance CashOut,218000.0,2024-10-31,23
82410218,CONVENTIONAL BOND STD MI,Wholesale,Purchase,449250.0,2024-11-07,28
82410219,FHA BOND,Wholesale,Purchase,197825.0,2024-11-06,29
82410220,2ND,Wholesale,Purchase,7175.0,2024-11-06,29
82410225,NONCONFORMING,Wholesale,Purchase,1140000.0,2024-10-30,21
82410227,FHA,Wholesale,Purchase,607950.0,2024-11-12,34
82410231,NONCONFORMING,Wholesale,Refinance CashOut,322000.0,2024-12-16,68
82410239,FHA,Wholesale,Refinance CashOut,297000.0,2024-11-18,40
82410241,NONCONFORMING,Wholesale,Refinance CashOut,296100.0,2024-11-08,30
82410244,FHA,Wholesale,Refinance CashOut,525000.0,2024-11-21,43
82410249,FHA BOND,Wholesale,Purchase,381175.0,2024-12-17,48
82410250,NONCONFORMING,Wholesale,Purchase,475000.0,2024-11-07,28
82410251,NONCONFORMING,Wholesale,Refinance,325000.0,2024-11-12,33
82410252,2ND,Wholesale,Purchase,19750.0,2024-12-17,48
62410266,VA,Retail,Other,418424.0,2024-11-12,33
62410275,NONCONFORMING,Retail,Refinance CashOut,170000.0,2024-10-31,20
82410257,FHA BOND,Wholesale,Purchase,266340.0,2024-11-21,42
82410258,2ND,Wholesale,Refinance CashOut,180000.0,2024-11-21,42
82410260,CONFORMING,Wholesale,Purchase,446500.0,2024-11-01,22
82410262,FHA,Wholesale,Purchase,627250.0,2024-10-29,19
82410268,ZERO INTEREST PROGRAM,Wholesale,Purchase,118000.0,2024-11-07,28
82410269,FHA,Wholesale,Purchase,284850.0,2025-02-21,44
82410271,CONVENTIONAL BOND STD MI,Wholesale,Purchase,427500.0,2024-11-25,46
82410272,2ND,Wholesale,Purchase,14250.0,2024-11-25,46
82410274,NONCONFORMING,Wholesale,Purchase,350400.0,2024-12-23,74
82410282,NONCONFORMING,Wholesale,Refinance CashOut,272650.0,2024-11-25,45
82410284,NONCONFORMING,Wholesale,Purchase,420000.0,2024-11-15,35
82410285,NONCONFORMING,Wholesale,Purchase,668000.0,2024-11-19,39
82410287,CONFORMING,Wholesale,Purchase,722000.0,2024-11-15,31
82410290,NONCONFORMING,Wholesale,Refinance CashOut,150000.0,2024-10-31,20
82410292,NONCONFORMING,Wholesale,Refinance,1482000.0,2024-11-27,47
82410293,NONCONFORMING,Wholesale,Refinance,645000.0,2024-11-20,40
82410295,2ND,Wholesale,Refinance CashOut,150000.0,2024-12-05,55
82410308,FHA,Wholesale,Purchase,361875.0,2024-12-10,58
82410312,CONFORMING,Wholesale,Purchase,674000.0,2024-11-06,23
82410313,NONCONFORMING,Wholesale,Refinance CashOut,1430000.0,2024-11-18,35
82410321,2ND,Wholesale,Purchase,9660.0,2024-11-21,42
82410323,NONCONFORMING,Wholesale,Purchase,480000.0,2024-11-07,24
82410327,FHA,Wholesale,Purchase,373455.0,2024-10-31,17
82410328,NONCONFORMING,Wholesale,Purchase,277600.0,2024-11-20,37
82410331,FHA,Wholesale,Purchase,612775.0,2024-12-26,21
62410343,VA,Retail,Refinance CashOut,430000.0,2024-12-24,57
62410365,VA,Retail,Refinance CashOut,460000.0,2024-11-21,36
82410340,NONCONFORMING,Wholesale,Purchase,175000.0,2024-11-12,28
82410344,2ND,Wholesale,Refinance CashOut,125001.0,2024-11-25,41
82410348,CONFORMING,Wholesale,Purchase,296800.0,2024-11-08,19
82410349,FHA,Wholesale,Purchase,752700.0,2024-11-12,28
82410350,NONCONFORMING,Wholesale,Purchase,1460000.0,2024-10-24,9
82410351,NONCONFORMING,Wholesale,Refinance,4000000.0,2024-11-18,34
82410352,NONCONFORMING,Wholesale,Purchase,1384000.0,2024-11-12,28
82410355,NONCONFORMING,Wholesale,Refinance,1060500.0,2024-12-31,77
82410356,FHA,Wholesale,Purchase,433285.0,2024-12-13,59
82410361,NONCONFORMING,Wholesale,Purchase,244500.0,2024-11-13,28
82410362,CONFORMING,Wholesale,Refinance CashOut,475000.0,2024-12-16,61
82410363,2ND,Wholesale,Refinance CashOut,220000.0,2024-11-26,41
82410367,FHA,Wholesale,Purchase,299150.0,2024-12-06,51
82410368,NONCONFORMING,Wholesale,Purchase,228000.0,2024-11-26,41
82410369,2ND,Wholesale,Refinance CashOut,109470.0,2024-11-19,34
82410370,NONCONFORMING,Wholesale,Purchase,700000.0,2024-11-20,35
82410374,CONVENTIONAL BOND STD MI,Wholesale,Purchase,499550.0,2024-11-12,27
62410387,2ND,Retail,Refinance CashOut,180000.0,2024-11-27,37
82410378,NONCONFORMING,Wholesale,Refinance CashOut,1220000.0,2024-11-22,36
82410383,CONFORMING,Wholesale,Purchase,273000.0,2024-11-08,22
82410385,2ND,Wholesale,Purchase,15450.0,2024-11-12,27
82410391,NONCONFORMING,Wholesale,Purchase,528000.0,2024-11-14,28
82410393,NONCONFORMING,Wholesale,Purchase,920000.0,2024-12-16,60
82410399,2ND,Wholesale,Refinance CashOut,600000.0,2024-11-07,21
82502367,FHA BOND,Wholesale,Purchase,371525.0,2025-03-20,24
82502369,CONFORMING,Wholesale,Purchase,593750.0,2025-03-12,16
82502370,2ND,Wholesale,Purchase,13475.0,2025-03-20,24
82502387,2ND,Wholesale,Refinance CashOut,167000.0,2025-03-26,29
82502391,NONCONFORMING,Wholesale,Purchase,706400.0,2025-03-20,23
82502392,NONCONFORMING,Wholesale,Purchase,444000.0,2025-03-26,29
82502393,NONCONFORMING,Wholesale,Refinance,335000.0,2025-04-16,50
82502395,NONCONFORMING,Wholesale,Purchase,236175.0,2025-03-24,27
82502399,NONCONFORMING,Wholesale,Purchase,460000.0,2025-03-14,17
82502403,2ND,Wholesale,Refinance CashOut,400000.0,2025-06-27,122
82502406,CONFORMING,Wholesale,Refinance CashOut,200000.0,2025-03-11,14
82502408,NONCONFORMING,Wholesale,Purchase,228000.0,2025-04-02,35
82502415,ZERO INTEREST PROGRAM,Wholesale,Purchase,107000.0,2025-03-25,28
82502417,NONCONFORMING,Wholesale,Purchase,395000.0,2025-03-24,26
62502447,NONCONFORMING,Retail,Refinance CashOut,117750.0,2025-04-02,34
82502425,NONCONFORMING,Wholesale,Purchase,291920.0,2025-03-31,33
82502426,FHA,Wholesale,Refinance CashOut,261000.0,2025-03-28,30
82502431,NONCONFORMING,Wholesale,Purchase,267600.0,2025-03-20,22
82502434,CONFORMING,Wholesale,Refinance CashOut,185000.0,2025-03-19,21
82502438,NONCONFORMING,Wholesale,Purchase,323000.0,2025-03-24,26
82502440,FHA,Wholesale,Purchase,250900.0,2025-03-13,15
82502448,NONCONFORMING,Wholesale,Refinance CashOut,900000.0,2025-03-31,32
82502450,2ND,Wholesale,Refinance CashOut,500000.0,2025-03-28,29
82502451,FHA,Wholesale,Purchase,707345.0,2025-04-07,39
82502452,NONCONFORMING,Wholesale,Refinance CashOut,490000.0,2025-04-03,35
82502454,FHA,Wholesale,Refinance CashOut,550000.0,2025-04-01,33
82502455,FHA,Wholesale,Purchase,703485.0,2025-03-24,25
82502456,NONCONFORMING,Wholesale,Purchase,350000.0,2025-03-17,18
82502457,NONCONFORMING,Wholesale,Purchase,185000.0,2025-03-14,15
62502467,CONFORMING,Retail,Purchase,304000.0,2025-04-10,35
82502461,NONCONFORMING,Wholesale,Purchase,157900.0,2025-03-13,14
82502462,CONFORMING,Wholesale,Purchase,496360.0,2025-03-21,22
82502463,NONCONFORMING,Wholesale,Purchase,450000.0,2025-03-14,15
82502464,CONFORMING,Wholesale,Purchase,228950.0,2025-03-13,14
82502465,NONCONFORMING,Wholesale,Purchase,192000.0,2025-03-27,28
82502468,FHA,Wholesale,Purchase,661000.0,2025-03-21,22
82502470,VA,Wholesale,Purchase,515000.0,2025-03-28,29
82502477,2ND,Wholesale,Refinance CashOut,305000.0,2025-03-26,26
82502481,2ND,Wholesale,Refinance,192000.0,2025-05-27,88
82502482,FHA,Wholesale,Purchase,506625.0,2025-04-07,38
82502486,NONCONFORMING,Wholesale,Purchase,1120000.0,2025-03-28,28
82502487,NONCONFORMING,Wholesale,Purchase,259200.0,2025-03-11,11
82502489,NONCONFORMING,Wholesale,Refinance,350000.0,2025-04-29,60
82502492,CONFORMING,Wholesale,Purchase,757950.0,2025-03-26,24
82502493,FHA,Wholesale,Other,684848.0,2025-03-31,31
82502496,VA,Wholesale,Purchase,309000.0,2025-03-24,24
82503020,CONFORMING,Wholesale,Purchase,598025.0,2025-04-11,39
82503021,CONFORMING,Wholesale,Purchase,323000.0,2025-07-08,63
82503022,NONCONFORMING,Wholesale,Purchase,487500.0,2025-03-24,21
82503025,2ND,Wholesale,Refinance CashOut,344000.0,2025-03-27,24
62503029,2ND,Retail,Refinance CashOut,600000.0,2025-04-04,31
82503030,FHA BOND,Wholesale,Purchase,672750.0,2025-04-02,29
82503032,NONCONFORMING,Wholesale,Purchase,256000.0,2025-04-04,31
82503035,NONCONFORMING,Wholesale,Purchase,765000.0,2025-03-24,20
82503004,NONCONFORMING,Wholesale,Refinance,350000.0,2025-04-30,58
82503006,NONCONFORMING,Wholesale,Purchase,176250.0,2025-03-27,24
82503010,2ND,Wholesale,Refinance CashOut,125000.0,2025-03-31,28
82503013,FHA,Wholesale,Purchase,1077550.0,2025-03-18,15
82503015,NONCONFORMING,Wholesale,Purchase,2737500.0,2025-03-31,28
82503051,NONCONFORMING,Wholesale,Refinance CashOut,2345000.0,2025-04-21,47
82503052,NONCONFORMING,Wholesale,Refinance,1105000.0,2025-04-16,42
82503053,NONCONFORMING,Wholesale,Refinance,270000.0,2025-04-30,56
82503058,FHA,Wholesale,Purchase,491185.0,2025-03-20,15
82503067,FHA,Wholesale,Purchase,482500.0,2025-04-04,15
82503072,NONCONFORMING,Wholesale,Purchase,508000.0,2025-03-31,26
82503073,CONVENTIONAL BOND STD MI,Wholesale,Purchase,281300.0,2025-04-03,29
82503039,FHA,Wholesale,Purchase,500835.0,2025-03-25,21
62503041,2ND,Retail,Refinance CashOut,235000.0,2025-03-17,13
82503042,NONCONFORMING,Wholesale,Purchase,1220000.0,2025-04-02,29
82503043,NONCONFORMING,Wholesale,Purchase,324000.0,2025-03-26,22
82503044,NONCONFORMING,Wholesale,Purchase,320000.0,2025-03-28,24
82503046,ZERO INTEREST PROGRAM,Wholesale,Purchase,24675.0,2025-04-02,29
82503047,FHA,Wholesale,Purchase,786475.0,2025-03-18,14
82511442,2ND,Wholesale,Refinance CashOut,,2026-01-05,46
82503447,NONCONFORMING,Wholesale,Refinance,270100.0,2025-04-23,31
62503450,VA,Retail,Purchase,379900.0,2025-04-11,18
82503451,NONCONFORMING,Wholesale,Purchase,266500.0,2025-04-21,28
82503470,NONCONFORMING,Wholesale,Refinance,427500.0,2025-04-30,37
82503473,NONCONFORMING,Wholesale,Purchase,1600000.0,2025-05-06,42
82503475,NONCONFORMING,Wholesale,Refinance CashOut,345000.0,2025-04-22,28
82503496,NONCONFORMING,Wholesale,Purchase,384990.0,2025-04-11,17
82503501,FHA,Wholesale,Purchase,511353.0,2025-04-29,35
82503481,2ND,Wholesale,Refinance CashOut,200000.0,2025-04-29,35
82503484,CONFORMING,Wholesale,Purchase,760000.0,2025-04-25,31
82503486,FHA,Wholesale,Purchase,240767.0,2025-04-17,23
82504297,2ND,Wholesale,Refinance CashOut,350000.0,2025-05-06,25
82504298,CONFORMING,Wholesale,Purchase,250000.0,2025-09-25,167
82504321,ZERO INTEREST PROGRAM,Wholesale,Purchase,150000.0,2025-05-07,16
62504322,VA,Retail,Refinance CashOut,360000.0,2025-05-21,37
82504331,NONCONFORMING,Wholesale,Refinance CashOut,450000.0,2025-08-07,106
82504332,NONCONFORMING,Wholesale,Purchase,803250.0,2025-05-08,24
82504335,NONCONFORMING,Wholesale,Refinance,993000.0,2025-07-09,86
82504336,VA,Wholesale,Purchase,340000.0,2025-06-11,29
82504337,FHA,Wholesale,Purchase,844375.0,2025-05-20,36
82504338,NONCONFORMING,Wholesale,Refinance CashOut,172500.0,2025-06-23,70
82504302,2ND,Wholesale,Refinance CashOut,541590.0,2025-05-06,25
82504303,NONCONFORMING,Wholesale,Refinance,1633500.0,2025-05-30,49
82504318,CONVENTIONAL BOND STD MI,Wholesale,Purchase,652750.0,2025-05-07,16
82504320,2ND,Wholesale,Refinance CashOut,500000.0,2025-05-23,39
82504341,FHA,Wholesale,Purchase,395650.0,2025-05-20,36
62504366,2ND,Retail,Refinance CashOut,125000.0,2025-05-16,31
82504375,FHA,Wholesale,Purchase,226775.0,2025-06-11,57
82504378,NONCONFORMING,Wholesale,Refinance CashOut,600000.0,2025-04-30,15
82504379,FHA,Wholesale,Purchase,376350.0,2025-07-03,79
82504380,NONCONFORMING,Wholesale,Refinance CashOut,450000.0,2025-05-06,21
82504345,NONCONFORMING,Wholesale,Purchase,457600.0,2025-05-09,25
82504346,NONCONFORMING,Wholesale,Purchase,412000.0,2025-05-21,37
82504348,NONCONFORMING,Wholesale,Refinance,543000.0,2025-05-07,23
82504349,FHA BOND,Wholesale,Purchase,414950.0,2025-05-12,28
82504350,NONCONFORMING,Wholesale,Purchase,221250.0,2025-05-19,35
82504351,ZERO INTEREST PROGRAM,Wholesale,Purchase,10373.0,2025-05-12,28
82504352,ZERO INTEREST PROGRAM,Wholesale,Purchase,15050.0,2025-05-12,28
82504353,NONCONFORMING,Wholesale,Purchase,828000.0,2025-05-09,25
82504355,NONCONFORMING,Wholesale,Purchase,768000.0,2025-05-05,21
82504359,NONCONFORMING,Wholesale,Refinance CashOut,219000.0,2025-05-02,17
82504396,NONCONFORMING,Wholesale,Purchase,152000.0,2025-07-08,83
82504397,NONCONFORMING,Wholesale,Purchase,378800.0,2025-05-09,23
82504401,2ND,Wholesale,Refinance CashOut,116700.0,2025-06-05,50
82504403,NONCONFORMING,Wholesale,Refinance,395000.0,2025-06-12,57
82504405,2ND,Wholesale,Refinance CashOut,136950.0,2025-06-11,56
82504406,FHA BOND,Wholesale,Purchase,627250.0,2025-06-03,48
82504407,FHA,Wholesale,Purchase,502282.0,2025-05-01,15
82504382,FHA,Wholesale,Purchase,308800.0,2025-05-19,34
82504384,NONCONFORMING,Wholesale,Refinance CashOut,1950000.0,2025-05-16,31
82504386,FHA,Wholesale,Purchase,762350.0,2025-05-16,18
82504387,NONCONFORMING,Wholesale,Purchase,657000.0,2025-06-05,51
82504389,NONCONFORMING,Wholesale,Purchase,868000.0,2025-07-18,24
82504391,NONCONFORMING,Wholesale,Purchase,749600.0,2025-06-05,51
82504393,CONFORMING,Wholesale,Purchase,190000.0,2025-06-20,66
82504394,FHA,Wholesale,Purchase,408500.0,2025-06-25,71
82504411,NONCONFORMING,Wholesale,Purchase,424000.0,2025-05-14,28
82504418,VA,Wholesale,Purchase,500000.0,2025-05-20,27
82504440,NONCONFORMING,Wholesale,Purchase,327541.0,2025-10-01,167
82504445,FHA,Wholesale,Purchase,361875.0,2025-05-08,21
82504448,NONCONFORMING,Wholesale,Refinance CashOut,112700.0,2025-06-13,57
82504450,NONCONFORMING,Wholesale,Purchase,315000.0,2025-05-07,20
82504454,CONFORMING,Wholesale,Refinance CashOut,684800.0,2025-05-19,32
82504419,NONCONFORMING,Wholesale,Purchase,370000.0,2025-05-01,15
82504422,2ND,Wholesale,Purchase,22750.0,2025-06-03,48
82504424,NONCONFORMING,Wholesale,Purchase,820000.0,2025-05-07,21
82504429,NONCONFORMING,Wholesale,Refinance,1754000.0,2025-05-16,30
82504432,FHA,Wholesale,Purchase,550050.0,2025-05-05,19
82503048,VA,Wholesale,Purchase,446500.0,2025-05-09,66
82503050,FHA,Wholesale,Purchase,554875.0,2025-05-23,79
82503095,2ND,Wholesale,Refinance CashOut,200000.0,2025-04-29,54
82503096,NONCONFORMING,Wholesale,Purchase,178580.0,2025-04-15,40
82503097,FHA BOND,Wholesale,Purchase,251865.0,2025-04-15,40
82503100,FHA,Wholesale,Purchase,476710.0,2025-03-25,19
82503101,ZERO INTEREST PROGRAM,Wholesale,Purchase,6136.0,2025-04-02,27
82503102,FHA,Wholesale,Purchase,339300.0,2025-03-24,18
82503104,FHA,Wholesale,Refinance CashOut,500000.0,2025-04-14,39
82503076,ZERO INTEREST PROGRAM,Wholesale,Purchase,8700.0,2025-04-03,29
82503079,NONCONFORMING,Wholesale,Purchase,3500000.0,2025-03-24,18
82503082,FHA,Wholesale,Other,763563.0,2025-04-14,39
82503083,FHA,Wholesale,Refinance CashOut,610000.0,2025-05-30,85
82503085,NONCONFORMING,Wholesale,Purchase,780000.0,2025-03-31,25
82503086,CONFORMING,Wholesale,Refinance,639500.0,2025-04-07,32
82503087,NONCONFORMING,Wholesale,Refinance CashOut,227250.0,2025-04-10,35
82503091,NONCONFORMING,Wholesale,Purchase,329000.0,2025-03-19,13
82503092,FHA BOND,Wholesale,Purchase,241250.0,2025-04-02,27
62503122,FHA,Retail,Refinance CashOut,267200.0,2025-06-13,92
62503133,NONCONFORMING,Retail,Refinance CashOut,200000.0,2025-04-17,38
62503136,CONFORMING,Retail,Purchase,553379.0,2025-04-29,29
82503106,CONFORMING,Wholesale,Purchase,551000.0,2025-03-19,13
82503107,NONCONFORMING,Wholesale,Refinance CashOut,463500.0,2025-04-16,41
82503108,CONFORMING,Wholesale,Purchase,400000.0,2025-04-08,33
82503109,ZERO INTEREST PROGRAM,Wholesale,Purchase,8750.0,2025-04-02,27
82503110,FHA,Wholesale,Purchase,535900.0,2025-04-01,26
82503112,2ND,Wholesale,Refinance CashOut,267115.0,2025-04-22,46
82503117,NONCONFORMING,Wholesale,Purchase,1556250.0,2025-04-02,26
82503118,2ND,Wholesale,Refinance CashOut,100000.0,2025-03-27,20
82503119,FHA,Wholesale,Other,653729.0,2025-04-07,31
82503121,2ND,Wholesale,Purchase,9135.0,2025-04-15,40
82503123,NONCONFORMING,Wholesale,Refinance CashOut,5000000.0,2025-04-28,52
82503127,FHA,Wholesale,Purchase,361875.0,2025-04-07,31
82503130,FHA BOND,Wholesale,Purchase,255725.0,2025-04-01,25
82503131,2ND,Wholesale,Purchase,9275.0,2025-04-01,25
82503134,NONCONFORMING,Wholesale,Purchase,444800.0,2025-04-02,26
82503156,NONCONFORMING,Wholesale,Refinance,1370000.0,2025-03-26,16
82503158,NONCONFORMING,Wholesale,Purchase,1221210.0,2025-03-27,17
82503160,NONCONFORMING,Wholesale,Refinance,2780400.0,2025-05-27,77
82503161,NONCONFORMING,Wholesale,Purchase,238000.0,2025-04-10,31
82503137,NONCONFORMING,Wholesale,Refinance CashOut,360000.0,2025-04-14,35
82503147,FHA,Wholesale,Purchase,704450.0,2025-04-11,32
82503149,NONCONFORMING,Wholesale,Refinance CashOut,584910.0,2025-04-25,46
82503195,2ND,Wholesale,Purchase,19950.0,2025-04-08,28
82503196,NONCONFORMING,Wholesale,Refinance CashOut,517500.0,2025-03-28,16
82503198,CONFORMING,Wholesale,Purchase,908000.0,2025-05-19,26
82503203,FHA,Wholesale,Purchase,289500.0,2025-04-04,23
82503207,NONCONFORMING,Wholesale,Purchase,215920.0,2025-04-10,29
82503173,2ND,Wholesale,Refinance CashOut,175000.0,2025-05-27,77
82503174,FHA BOND,Wholesale,Purchase,588650.0,2025-03-27,16
82503176,NONCONFORMING,Wholesale,Purchase,121200.0,2025-04-15,35
82405024,CONFORMING,Wholesale,Purchase,404700.0,2024-05-17,16
82405026,NONCONFORMING,Wholesale,Purchase,342550.0,2024-06-10,39
92405005,NONCONFORMING,Wholesale,Purchase,336000.0,2024-05-30,29
92405029,NONCONFORMING,Wholesale,Purchase,464000.0,2024-05-23,21
82405035,NONCONFORMING,Wholesale,Purchase,270000.0,2024-05-28,26
82405040,NONCONFORMING,Wholesale,Purchase,288000.0,2024-05-28,26
82405056,NONCONFORMING,Wholesale,Purchase,319200.0,2024-05-24,21
82405057,CONFORMING,Wholesale,Purchase,798950.0,2024-06-04,32
82405061,NONCONFORMING,Wholesale,Purchase,300000.0,2024-05-28,25
82405062,NONCONFORMING,Wholesale,Purchase,333750.0,2024-05-23,20
82405063,2ND,Wholesale,Purchase,11812.0,2024-05-30,27
82405067,FHA,Wholesale,Purchase,617600.0,2024-05-28,25
82405073,2ND,Wholesale,Refinance CashOut,181000.0,2024-05-30,24
82405076,NONCONFORMING,Wholesale,Refinance CashOut,280000.0,2024-05-22,16
82405078,NONCONFORMING,Wholesale,Purchase,208250.0,2024-05-29,23
92405042,NONCONFORMING,Wholesale,Purchase,201750.0,2024-05-29,27
92405052,NONCONFORMING,Wholesale,Purchase,240000.0,2024-06-03,32
92405066,CONFORMING,Wholesale,Purchase,448000.0,2024-05-16,13
92405069,NONCONFORMING,Wholesale,Purchase,396800.0,2024-05-31,28
82405079,FHA,Wholesale,Purchase,411000.0,2024-05-28,22
82405082,NONCONFORMING,Wholesale,Purchase,116250.0,2024-06-04,29
82405086,2ND,Wholesale,Refinance CashOut,130000.0,2024-06-25,50
82405087,NONCONFORMING,Wholesale,Purchase,527250.0,2024-05-30,24
82405088,2ND,Wholesale,Refinance CashOut,200000.0,2024-07-12,67
82405089,FHA BOND,Wholesale,Purchase,342575.0,2024-06-04,28
82405090,NONCONFORMING,Wholesale,Purchase,220517.0,2024-05-29,22
82405091,2ND,Wholesale,Purchase,12425.0,2024-06-04,28
82405094,CONFORMING,Wholesale,Refinance,232000.0,2024-06-10,34
92405081,NONCONFORMING,Wholesale,Purchase,600000.0,2024-05-31,25
92405085,FHA,Wholesale,Purchase,371525.0,2024-06-26,51
82405096,FHA,Wholesale,Purchase,283710.0,2024-05-31,24
82405097,NONCONFORMING,Wholesale,Purchase,420000.0,2024-05-24,17
82405101,2ND,Wholesale,Refinance CashOut,387550.0,2024-07-12,66
82405103,CONFORMING,Wholesale,Purchase,294500.0,2024-05-30,23
82405107,NONCONFORMING,Wholesale,Refinance CashOut,280000.0,2024-06-13,36
82405108,CONFORMING,Wholesale,Purchase,937500.0,2024-05-29,21
82405109,CONFORMING,Wholesale,Purchase,432250.0,2024-05-29,21
82405110,FHA,Wholesale,Purchase,289500.0,2024-06-06,29
82405112,NONCONFORMING,Wholesale,Purchase,600000.0,2024-05-29,21
82405114,NONCONFORMING,Wholesale,Purchase,939000.0,2024-05-24,16
82405121,NONCONFORMING,Wholesale,Purchase,198000.0,2024-05-31,23
82405122,NONCONFORMING,Wholesale,Purchase,270000.0,2024-06-03,26
82405125,NONCONFORMING,Wholesale,Purchase,545000.0,2024-06-07,29
82405127,NONCONFORMING,Wholesale,Purchase,722500.0,2024-05-29,20
92405119,NONCONFORMING,Wholesale,Purchase,720000.0,2024-06-20,43
92405126,NONCONFORMING,Wholesale,Purchase,292500.0,2024-06-05,27
82405129,CONFORMING,Wholesale,Purchase,593750.0,2024-07-03,55
82405133,2ND,Wholesale,Refinance CashOut,125000.0,2024-06-13,34
82405135,FHA,Wholesale,Purchase,540000.0,2024-05-29,19
82405138,NONCONFORMING,Wholesale,Purchase,948000.0,2024-05-30,20
82405150,FHA BOND,Wholesale,Purchase,303975.0,2024-06-18,36
82405151,2ND,Wholesale,Purchase,11025.0,2024-06-18,36
82405152,NONCONFORMING,Wholesale,Refinance CashOut,238000.0,2024-07-24,72
82405155,FHA,Wholesale,Purchase,530000.0,2024-05-29,16
82405157,FHA,Wholesale,Purchase,482500.0,2024-06-18,36
82405159,NONCONFORMING,Wholesale,Purchase,457500.0,2024-07-09,57
82405161,NONCONFORMING,Wholesale,Purchase,2748750.0,2024-06-13,31
82405163,FHA,Wholesale,Purchase,340720.0,2024-06-04,22
82405165,NONCONFORMING,Wholesale,Purchase,380000.0,2024-05-30,17
92405147,2ND,Wholesale,Refinance CashOut,203690.0,2024-06-11,30
92405148,NONCONFORMING,Wholesale,Purchase,246517.0,2024-06-11,25
92405162,NONCONFORMING,Wholesale,Purchase,302800.0,2024-05-30,17
52405186,NONCONFORMING,Wholesale,Refinance CashOut,275000.0,2024-05-24,9
62405174,CONFORMING,Retail,Purchase,413249.0,2024-06-21,31
82405172,NONCONFORMING,Wholesale,Purchase,972000.0,2024-06-03,20
82405173,NONCONFORMING,Wholesale,Purchase,293600.0,2024-05-23,9
82405176,FHA,Wholesale,Purchase,308800.0,2024-06-07,24
82405185,NONCONFORMING,Wholesale,Refinance CashOut,367500.0,2024-05-20,5
82405187,NONCONFORMING,Wholesale,Purchase,375000.0,2024-05-21,11
82405193,CONFORMING,Wholesale,Purchase,304000.0,2024-06-21,31
82405197,NONCONFORMING,Wholesale,Purchase,1336000.0,2024-06-10,26
82405198,NONCONFORMING,Wholesale,Purchase,200000.0,2024-06-06,22
92405175,FHA,Wholesale,Purchase,940875.0,2024-09-23,19
