LoanGuid,Product Type,Branch Channel,Loan Purpose,LoanAmount,Funded D,cycle_days
92402121,NONCONFORMING,Wholesale,Purchase,852000.0,2024-04-23,74
82402123,CONFORMING,Wholesale,Purchase,636500.0,2024-04-15,66
82402125,2ND,Wholesale,Purchase,13825.0,2024-03-21,42
82402126,NONCONFORMING,Wholesale,Purchase,776000.0,2024-02-29,20
82402130,NONCONFORMING,Wholesale,Refinance CashOut,1855000.0,2024-04-10,61
82402135,NONCONFORMING,Wholesale,Refinance CashOut,1012500.0,2024-03-29,49
82402136,FHA,Wholesale,Purchase,1090450.0,2024-03-29,22
82402140,CONFORMING,Wholesale,Purchase,264600.0,2024-02-28,16
82402142,FHA,Wholesale,Refinance CashOut,300000.0,2024-03-28,45
82402144,NONCONFORMING,Wholesale,Refinance CashOut,322000.0,2024-03-15,32
82402145,NONCONFORMING,Wholesale,Purchase,1120000.0,2024-03-11,28
82402148,NONCONFORMING,Wholesale,Purchase,352500.0,2024-03-19,36
82402149,NONCONFORMING,Wholesale,Refinance,392000.0,2024-02-28,16
82402153,VA,Wholesale,Purchase,330000.0,2024-03-15,31
82402162,FHA,Wholesale,Purchase,477675.0,2024-03-01,17
82402164,2ND,Wholesale,Purchase,14350.0,2024-03-06,22
82402166,FHA,Wholesale,Purchase,219055.0,2024-03-12,28
82402173,NONCONFORMING,Wholesale,Refinance CashOut,300000.0,2024-03-14,29
82402176,NONCONFORMING,Wholesale,Purchase,314200.0,2024-03-08,23
82402183,CONFORMING,Wholesale,Purchase,628000.0,2024-03-06,21
92402156,NONCONFORMING,Wholesale,Refinance CashOut,540000.0,2024-03-08,24
92402158,NONCONFORMING,Wholesale,Refinance CashOut,234500.0,2024-02-28,15
92402167,NONCONFORMING,Wholesale,Purchase,820000.0,2024-03-01,17
52402200,NONCONFORMING,Wholesale,Purchase,200000.0,2024-03-01,15
82402185,FHA,Wholesale,Purchase,284675.0,2024-03-29,44
82402186,NONCONFORMING,Wholesale,Purchase,280000.0,2024-03-08,23
82402195,2ND,Wholesale,Refinance CashOut,130000.0,2024-03-06,20
82402207,NONCONFORMING,Wholesale,Purchase,2317000.0,2024-03-07,21
82402214,2ND,Wholesale,Refinance CashOut,190000.0,2024-03-29,42
82402215,2ND,Wholesale,Refinance CashOut,200000.0,2024-03-29,42
82402216,NONCONFORMING,Wholesale,Purchase,512000.0,2024-03-04,17
92402188,NONCONFORMING,Wholesale,Refinance CashOut,353500.0,2024-02-29,15
92402190,FHA,Wholesale,Purchase,429425.0,2024-03-26,21
92402191,NONCONFORMING,Wholesale,Refinance CashOut,343000.0,2024-02-29,15
92402192,NONCONFORMING,Wholesale,Refinance CashOut,868000.0,2024-02-29,15
92402193,NONCONFORMING,Wholesale,Refinance CashOut,150000.0,2024-04-04,49
92402212,NONCONFORMING,Wholesale,Purchase,371250.0,2024-03-07,21
92402217,NONCONFORMING,Wholesale,Refinance,920000.0,2024-04-22,66
62402234,CONFORMING,Retail,Purchase,504000.0,2024-03-26,34
62402252,FHA,Retail,Purchase,445500.0,2024-08-07,37
82402220,FHA,Wholesale,Purchase,760000.0,2024-05-21,95
82402221,FHA BOND,Wholesale,Purchase,453550.0,2024-03-08,21
82402223,2ND,Wholesale,Purchase,16450.0,2024-03-08,21
82402224,NONCONFORMING,Wholesale,Purchase,157000.0,2024-03-14,27
82402232,NONCONFORMING,Wholesale,Purchase,296000.0,2024-03-11,21
82402235,FHA,Wholesale,Purchase,323275.0,2024-03-15,25
82402239,CONFORMING,Wholesale,Purchase,617500.0,2024-03-15,21
82402246,NONCONFORMING,Wholesale,Purchase,1360000.0,2024-04-05,45
82402251,CONFORMING,Wholesale,Purchase,435000.0,2024-03-27,36
82402254,2ND,Wholesale,Refinance CashOut,550000.0,2024-03-14,23
92402218,NONCONFORMING,Wholesale,Refinance CashOut,255000.0,2024-04-16,60
92402219,NONCONFORMING,Wholesale,Purchase,288862.0,2024-03-26,39
92402250,NONCONFORMING,Wholesale,Purchase,388000.0,2024-03-15,24
82402257,CONFORMING,Wholesale,Purchase,312170.0,2024-03-06,15
82402259,CONFORMING,Wholesale,Purchase,446350.0,2024-03-12,21
82402264,FHA,Wholesale,Purchase,288000.0,2024-03-12,20
82402265,NONCONFORMING,Wholesale,Purchase,850000.0,2024-03-18,26
82402266,NONCONFORMING,Wholesale,Purchase,303990.0,2024-03-19,27
82402270,CONVENTIONAL BOND STD MI,Wholesale,Purchase,552000.0,2024-03-29,37
82402272,NONCONFORMING,Wholesale,Refinance,640250.0,2024-04-02,41
82402273,2ND,Wholesale,Purchase,17250.0,2024-03-29,37
82402278,FHA,Wholesale,Purchase,423277.0,2024-03-11,19
82402280,FHA,Wholesale,Purchase,432400.0,2024-04-02,41
62512560,NONCONFORMING,Retail,Refinance CashOut,,2026-01-06,18
62512562,NONCONFORMING,Retail,Refinance CashOut,,2026-01-06,18
62512563,NONCONFORMING,Retail,Refinance CashOut,,2026-01-06,18
82410404,NONCONFORMING,Wholesale,Purchase,712500.0,2024-11-13,27
82410408,NONCONFORMING,Wholesale,Refinance CashOut,260000.0,2024-11-19,33
82410415,NONCONFORMING,Wholesale,Purchase,1211000.0,2024-11-20,33
82410416,NONCONFORMING,Wholesale,Refinance CashOut,206250.0,2024-11-15,28
82410422,2ND,Wholesale,Refinance CashOut,226500.0,2024-12-06,49
82410423,2ND,Wholesale,Refinance CashOut,211000.0,2024-11-22,35
82410424,CONFORMING,Wholesale,Purchase,625650.0,2024-11-20,30
82410425,2ND,Wholesale,Refinance CashOut,240000.0,2025-01-10,84
82410429,CONFORMING,Wholesale,Purchase,574750.0,2024-11-13,26
82410430,FHA,Wholesale,Purchase,308800.0,2024-11-26,39
82410431,NONCONFORMING,Wholesale,Refinance,236000.0,2024-11-26,39
82410438,2ND,Wholesale,Refinance CashOut,150000.0,2025-01-17,91
82410450,NONCONFORMING,Wholesale,Refinance CashOut,560000.0,2024-12-02,45
82410452,NONCONFORMING,Wholesale,Refinance CashOut,414000.0,2024-11-12,25
82410465,VA,Wholesale,Purchase,900000.0,2024-12-27,69
82410475,FHA,Wholesale,Purchase,426530.0,2024-11-21,29
82410480,FHA,Wholesale,Purchase,655500.0,2024-11-26,36
82410481,NONCONFORMING,Wholesale,Refinance CashOut,277500.0,2024-11-19,29
82410482,NONCONFORMING,Wholesale,Purchase,725000.0,2024-11-14,24
82410483,NONCONFORMING,Wholesale,Purchase,224925.0,2024-10-31,10
62410502,NONCONFORMING,Retail,Refinance CashOut,2455000.0,2025-03-31,160
62410503,2ND,Retail,Refinance CashOut,200000.0,2024-12-10,40
82410486,CONFORMING,Wholesale,Purchase,231200.0,2024-11-18,28
82410487,NONCONFORMING,Wholesale,Purchase,187500.0,2024-11-19,29
82410490,2ND,Wholesale,Refinance CashOut,150000.0,2024-11-27,36
82410491,2ND,Wholesale,Refinance CashOut,210000.0,2024-11-08,18
82410495,NONCONFORMING,Wholesale,Purchase,299000.0,2024-11-19,29
82410496,FHA BOND,Wholesale,Purchase,621460.0,2024-12-23,46
82410499,2ND,Wholesale,Purchase,22540.0,2024-12-23,46
82410501,NONCONFORMING,Wholesale,Purchase,1528000.0,2024-11-21,31
82410505,NONCONFORMING,Wholesale,Purchase,205600.0,2024-11-12,21
82410506,2ND,Wholesale,Refinance CashOut,107932.0,2024-12-09,48
82410508,NONCONFORMING,Wholesale,Purchase,305500.0,2024-11-27,36
82410515,NONCONFORMING,Wholesale,Purchase,177750.0,2024-12-02,41
82410518,FHA,Wholesale,Purchase,704450.0,2024-12-23,27
82410519,NONCONFORMING,Wholesale,Purchase,744000.0,2024-11-15,24
82410520,2ND,Wholesale,Refinance CashOut,440000.0,2024-11-18,27
62410521,NONCONFORMING,Retail,Refinance CashOut,900000.0,2024-11-21,30
62410524,VA,Retail,Other,326455.0,2024-11-14,23
82410529,NONCONFORMING,Wholesale,Purchase,230400.0,2024-11-22,31
82410530,CONVENTIONAL BOND STD MI,Wholesale,Purchase,508000.0,2024-11-08,17
82410531,2ND,Wholesale,Refinance CashOut,300000.0,2024-11-08,17
82410532,NONCONFORMING,Wholesale,Purchase,249000.0,2024-11-25,34
82410533,NONCONFORMING,Wholesale,Purchase,510250.0,2024-11-14,23
82410534,NONCONFORMING,Wholesale,Refinance CashOut,100000.0,2024-11-25,34
82410535,NONCONFORMING,Wholesale,Refinance CashOut,100000.0,2024-12-02,41
82410537,FHA,Wholesale,Purchase,354375.0,2024-11-20,29
82410538,NONCONFORMING,Wholesale,Purchase,1584000.0,2024-12-02,41
82410539,CONFORMING,Wholesale,Refinance CashOut,450000.0,2024-11-15,23
82410541,ZERO INTEREST PROGRAM,Wholesale,Purchase,127000.0,2024-11-08,17
82410554,NONCONFORMING,Wholesale,Purchase,320000.0,2024-12-03,41
62410563,FHA,Retail,Purchase,419775.0,2024-12-03,21
62410588,2ND,Retail,Refinance CashOut,350000.0,2025-01-14,76
82410558,NONCONFORMING,Wholesale,Refinance,2853000.0,2024-11-27,35
82410560,NONCONFORMING,Wholesale,Refinance,1575200.0,2024-11-27,35
82410561,VA,Wholesale,Purchase,439500.0,2024-12-03,41
82410566,NONCONFORMING,Wholesale,Refinance CashOut,1000000.0,2024-12-18,55
82410570,NONCONFORMING,Wholesale,Purchase,280000.0,2024-11-20,27
82410572,NONCONFORMING,Wholesale,Purchase,288000.0,2024-11-25,32
82410583,NONCONFORMING,Wholesale,Purchase,224000.0,2024-12-09,46
82410585,2ND,Wholesale,Refinance CashOut,335000.0,2024-12-26,63
82410590,FHA,Wholesale,Purchase,617600.0,2024-11-26,33
62410609,FHA,Retail,Refinance CashOut,360000.0,2024-12-16,49
82410593,NONCONFORMING,Wholesale,Purchase,684000.0,2024-11-19,25
82410594,NONCONFORMING,Wholesale,Purchase,531120.0,2024-11-27,33
82410598,NONCONFORMING,Wholesale,Refinance CashOut,2437500.0,2025-01-10,77
82410601,2ND,Wholesale,Refinance CashOut,385000.0,2024-11-14,20
82410602,NONCONFORMING,Wholesale,Purchase,471200.0,2024-11-15,21
82410605,NONCONFORMING,Wholesale,Purchase,350000.0,2024-11-18,24
82410607,NONCONFORMING,Wholesale,Purchase,748000.0,2024-11-26,32
82410608,FHA,Wholesale,Purchase,381175.0,2024-12-05,41
82410613,NONCONFORMING,Wholesale,Purchase,428000.0,2024-12-02,38
82410616,2ND,Wholesale,Refinance CashOut,225000.0,2024-11-18,23
82410619,NONCONFORMING,Wholesale,Refinance CashOut,495000.0,2024-11-18,22
82410624,VA,Wholesale,Purchase,325000.0,2024-11-18,21
82410626,NONCONFORMING,Wholesale,Refinance CashOut,1760000.0,2024-11-25,28
82410628,2ND,Wholesale,Refinance CashOut,330000.0,2024-11-22,25
82410635,FHA BOND,Wholesale,Purchase,437627.0,2024-11-27,30
82410641,FHA BOND,Wholesale,Purchase,221950.0,2024-11-29,32
82410643,ZERO INTEREST PROGRAM,Wholesale,Purchase,8050.0,2024-11-29,32
82410644,NONCONFORMING,Wholesale,Refinance CashOut,1640000.0,2024-11-25,28
82410645,2ND,Wholesale,Purchase,15872.0,2024-11-27,30
82410646,FHA,Wholesale,Purchase,460750.0,2024-11-21,24
82410647,NONCONFORMING,Wholesale,Purchase,380000.0,2024-11-27,30
82410648,NONCONFORMING,Wholesale,Refinance CashOut,258375.0,2024-11-25,28
82410649,NONCONFORMING,Wholesale,Purchase,840000.0,2024-11-26,29
82511486,2ND,Wholesale,Refinance CashOut,,2025-12-15,24
82511488,NONCONFORMING,Wholesale,Purchase,,2025-12-04,13
82501382,ZERO INTEREST PROGRAM,Wholesale,Purchase,15715.0,2025-03-07,39
82501385,CONFORMING,Wholesale,Purchase,358625.0,2025-03-04,36
82501392,NONCONFORMING,Wholesale,Purchase,350100.0,2025-03-11,43
82501394,NONCONFORMING,Wholesale,Refinance CashOut,520000.0,2025-03-04,36
82501396,NONCONFORMING,Wholesale,Purchase,960800.0,2025-02-18,22
82501419,2ND,Wholesale,Refinance CashOut,132500.0,2025-02-12,15
82501428,NONCONFORMING,Wholesale,Refinance,446000.0,2025-02-20,22
82501429,CONFORMING,Wholesale,Purchase,741950.0,2025-03-05,36
82501430,NONCONFORMING,Wholesale,Refinance CashOut,1000000.0,2025-05-30,122
82501398,FHA,Wholesale,Refinance CashOut,510000.0,2025-02-24,28
82501399,NONCONFORMING,Wholesale,Refinance CashOut,478000.0,2025-02-12,16
82501400,2ND,Wholesale,Refinance CashOut,171660.0,2025-02-24,28
82501402,FHA,Wholesale,Purchase,672605.0,2025-02-13,17
82501405,NONCONFORMING,Wholesale,Purchase,607500.0,2025-03-05,19
82501409,NONCONFORMING,Wholesale,Purchase,228900.0,2025-02-13,16
82501410,FHA,Wholesale,Purchase,703800.0,2025-02-12,15
82501431,NONCONFORMING,Wholesale,Purchase,308000.0,2025-03-06,30
82501437,FHA,Wholesale,Purchase,299150.0,2025-02-19,21
82501438,CONFORMING,Wholesale,Purchase,300000.0,2025-03-07,37
82501439,2ND,Wholesale,Refinance CashOut,323514.0,2025-05-29,120
82501440,NONCONFORMING,Wholesale,Purchase,1200000.0,2025-02-26,28
82501454,FHA BOND,Wholesale,Purchase,390825.0,2025-04-17,78
82501455,VA,Wholesale,Purchase,1625000.0,2025-02-24,26
82501457,ZERO INTEREST PROGRAM,Wholesale,Purchase,14175.0,2025-04-17,78
82501458,CONVENTIONAL BOND STD MI,Wholesale,Purchase,613370.0,2025-03-03,27
82501459,ZERO INTEREST PROGRAM,Wholesale,Purchase,147800.0,2025-03-03,27
82501471,NONCONFORMING,Wholesale,Purchase,317042.0,2025-02-26,27
62501472,CONFORMING,Retail,Refinance CashOut,191750.0,2025-03-06,35
62501477,FHA,Retail,Refinance CashOut,371000.0,2025-03-17,46
82501441,NONCONFORMING,Wholesale,Purchase,239990.0,2025-02-10,12
82501443,NONCONFORMING,Wholesale,Refinance CashOut,250000.0,2025-03-03,33
82501445,FHA,Wholesale,Purchase,502765.0,2025-02-18,20
82501446,NONCONFORMING,Wholesale,Purchase,184000.0,2025-03-11,41
82501447,CONFORMING,Wholesale,Purchase,769850.0,2025-02-18,20
82501452,FHA,Wholesale,Purchase,516275.0,2025-02-20,22
92404321,NONCONFORMING,Wholesale,Refinance CashOut,425000.0,2024-04-30,12
82404337,FHA,Wholesale,Purchase,603250.0,2024-05-13,24
82404340,FHA,Wholesale,Purchase,279753.0,2024-05-22,33
92404330,NONCONFORMING,Wholesale,Refinance CashOut,210000.0,2024-05-28,40
62404361,CONFORMING,Retail,Purchase,219000.0,2024-05-14,19
82404357,NONCONFORMING,Wholesale,Refinance,990000.0,2024-05-17,25
82404367,NONCONFORMING,Wholesale,Purchase,323992.0,2024-05-24,32
82404370,FHA,Wholesale,Purchase,332925.0,2024-05-09,17
92404353,NONCONFORMING,Wholesale,Purchase,270000.0,2024-05-28,36
92404354,NONCONFORMING,Wholesale,Purchase,276500.0,2024-06-26,65
82404382,CONFORMING,Wholesale,Refinance CashOut,177000.0,2024-05-10,17
82404383,FHA,Wholesale,Purchase,598300.0,2024-06-04,42
82404389,NONCONFORMING,Wholesale,Purchase,226800.0,2024-06-28,50
82404390,NONCONFORMING,Wholesale,Refinance CashOut,955000.0,2024-05-22,29
82404393,NONCONFORMING,Wholesale,Purchase,274550.0,2024-07-08,76
82404394,NONCONFORMING,Wholesale,Refinance CashOut,1356000.0,2024-05-06,13
82404399,CONFORMING,Wholesale,Purchase,560025.0,2024-05-16,21
82404402,NONCONFORMING,Wholesale,Purchase,310000.0,2024-05-14,21
82404415,FHA BOND,Wholesale,Purchase,627250.0,2024-05-16,22
82404417,2ND,Wholesale,Purchase,22750.0,2024-05-16,22
82404429,CONFORMING,Wholesale,Refinance CashOut,315000.0,2024-08-15,113
82404430,NONCONFORMING,Wholesale,Purchase,258750.0,2024-05-23,29
82404431,NONCONFORMING,Wholesale,Purchase,625000.0,2024-05-20,26
82404433,FHA,Wholesale,Purchase,342575.0,2024-05-20,26
82404437,NONCONFORMING,Wholesale,Refinance CashOut,329000.0,2024-06-20,57
92404406,NONCONFORMING,Wholesale,Refinance CashOut,288750.0,2024-05-31,38
92404409,NONCONFORMING,Wholesale,Purchase,420000.0,2024-05-21,27
92404411,NONCONFORMING,Wholesale,Purchase,299920.0,2024-05-15,21
82404438,VA,Wholesale,Purchase,405000.0,2024-05-20,26
82404439,NONCONFORMING,Wholesale,Refinance CashOut,1575000.0,2024-05-28,34
82404440,CONFORMING,Wholesale,Purchase,520000.0,2024-05-23,29
82404441,NONCONFORMING,Wholesale,Refinance CashOut,308000.0,2024-05-30,36
82404442,NONCONFORMING,Wholesale,Refinance CashOut,308000.0,2024-05-30,36
82404443,NONCONFORMING,Wholesale,Refinance CashOut,308000.0,2024-05-30,36
82404444,NONCONFORMING,Wholesale,Refinance CashOut,308000.0,2024-05-30,36
82404445,NONCONFORMING,Wholesale,Refinance CashOut,308000.0,2024-05-30,36
82404446,NONCONFORMING,Wholesale,Refinance CashOut,308000.0,2024-05-30,36
82404447,NONCONFORMING,Wholesale,Refinance CashOut,308000.0,2024-05-30,36
82404448,NONCONFORMING,Wholesale,Refinance CashOut,308000.0,2024-05-30,36
82404449,NONCONFORMING,Wholesale,Refinance CashOut,308000.0,2024-05-30,36
82404450,NONCONFORMING,Wholesale,Refinance CashOut,308000.0,2024-05-30,36
82404453,NONCONFORMING,Wholesale,Purchase,182025.0,2024-06-11,47
82404454,CONFORMING,Wholesale,Refinance,205000.0,2024-05-14,19
82404456,NONCONFORMING,Wholesale,Purchase,161250.0,2024-05-17,22
82404459,NONCONFORMING,Wholesale,Refinance CashOut,1071000.0,2024-05-08,13
82404464,FHA,Wholesale,Refinance CashOut,339000.0,2024-06-11,47
82404471,NONCONFORMING,Wholesale,Purchase,199000.0,2024-05-14,18
92404466,FHA,Wholesale,Purchase,989125.0,2024-05-21,26
62404492,FHA,Retail,Purchase,563500.0,2024-05-24,24
82404475,NONCONFORMING,Wholesale,Purchase,170000.0,2024-05-28,32
82404476,FHA BOND,Wholesale,Purchase,342575.0,2024-05-16,20
82404478,FHA,Wholesale,Purchase,736250.0,2024-05-21,25
82404488,2ND,Wholesale,Purchase,12425.0,2024-05-16,20
82404489,NONCONFORMING,Wholesale,Purchase,1680000.0,2024-05-20,21
82404493,FHA,Wholesale,Purchase,405300.0,2024-05-17,18
82404495,NONCONFORMING,Wholesale,Purchase,306175.0,2024-06-04,36
82404503,FHA BOND,Wholesale,Purchase,480570.0,2024-09-24,39
92404504,FHA,Wholesale,Purchase,362000.0,2024-06-05,20
92404506,FHA,Wholesale,Purchase,598300.0,2024-05-21,22
62405016,CONFORMING,Retail,Purchase,277200.0,2024-07-10,13
82404512,NONCONFORMING,Wholesale,Purchase,941250.0,2024-06-10,41
82404514,NONCONFORMING,Wholesale,Purchase,339500.0,2024-05-30,30
82404517,NONCONFORMING,Wholesale,Refinance CashOut,261000.0,2024-05-24,24
82404520,NONCONFORMING,Wholesale,Refinance CashOut,207900.0,2024-06-17,48
82404521,NONCONFORMING,Wholesale,Refinance CashOut,550000.0,2024-05-30,30
82404522,NONCONFORMING,Wholesale,Refinance CashOut,262500.0,2024-06-17,48
82404525,2ND,Wholesale,Refinance CashOut,238000.0,2024-05-31,31
82405003,NONCONFORMING,Wholesale,Purchase,217000.0,2024-05-28,27
82405004,NONCONFORMING,Wholesale,Purchase,375000.0,2024-05-14,13
82405017,NONCONFORMING,Wholesale,Purchase,768000.0,2024-05-24,23
82405023,CONFORMING,Wholesale,Purchase,525000.0,2024-05-30,29
82511464,NONCONFORMING,Wholesale,Purchase,,2025-12-29,38
82501518,NONCONFORMING,Wholesale,Purchase,425000.0,2025-02-27,27
82502004,FHA,Wholesale,Purchase,1146420.0,2025-02-25,23
82502018,FHA,Wholesale,Purchase,915785.0,2025-02-21,18
82501486,NONCONFORMING,Wholesale,Refinance CashOut,165000.0,2025-03-28,57
82501490,NONCONFORMING,Wholesale,Refinance,588750.0,2025-02-27,28
82501500,2ND,Wholesale,Refinance CashOut,350000.0,2025-03-14,42
82501511,NONCONFORMING,Wholesale,Refinance CashOut,1312500.0,2025-02-24,24
82502020,CONFORMING,Wholesale,Purchase,588000.0,2025-02-25,21
82502022,NONCONFORMING,Wholesale,Purchase,383920.0,2025-02-28,24
82502026,FHA,Wholesale,Purchase,357050.0,2025-02-27,23
82502029,NONCONFORMING,Wholesale,Purchase,528000.0,2025-02-27,23
82502031,NONCONFORMING,Wholesale,Refinance,1400000.0,2025-02-13,9
82502033,2ND,Wholesale,Refinance CashOut,250000.0,2025-02-27,23
82502034,NONCONFORMING,Wholesale,Purchase,223771.0,2025-02-26,22
82502035,FHA,Wholesale,Purchase,496975.0,2025-02-21,17
82502038,CONFORMING,Wholesale,Purchase,567720.0,2025-03-31,55
82502039,CONFORMING,Wholesale,Refinance CashOut,273750.0,2025-02-26,22
82502040,FHA,Wholesale,Purchase,280000.0,2025-03-31,55
82502041,2ND,Wholesale,Refinance CashOut,135000.0,2025-02-27,23
82502042,NONCONFORMING,Wholesale,Refinance CashOut,350000.0,2025-03-04,28
82502043,2ND,Wholesale,Refinance CashOut,150000.0,2025-02-27,23
82502044,CONFORMING,Wholesale,Refinance CashOut,150000.0,2025-03-10,34
82502045,NONCONFORMING,Wholesale,Purchase,1491750.0,2025-02-20,15
82502046,NONCONFORMING,Wholesale,Purchase,1423750.0,2025-02-20,15
82502050,FHA,Wholesale,Purchase,1061500.0,2025-03-05,28
82502052,CONFORMING,Wholesale,Purchase,315000.0,2025-03-05,28
82502057,CONFORMING,Wholesale,Purchase,370000.0,2025-03-18,41
62502061,2ND,Retail,Refinance CashOut,255500.0,2025-04-09,57
82502059,2ND,Wholesale,Refinance CashOut,321755.0,2025-02-26,21
82502062,NONCONFORMING,Wholesale,Refinance,250000.0,2025-03-10,33
82502064,NONCONFORMING,Wholesale,Purchase,508000.0,2025-02-25,20
82502065,CONFORMING,Wholesale,Purchase,1080000.0,2025-03-20,43
82502066,2ND,Wholesale,Refinance CashOut,450000.0,2025-03-05,28
82502068,FHA,Wholesale,Purchase,308800.0,2025-03-06,29
82502069,NONCONFORMING,Wholesale,Purchase,356000.0,2025-04-28,82
82502072,NONCONFORMING,Wholesale,Refinance,1285000.0,2025-02-13,7
82502075,NONCONFORMING,Wholesale,Purchase,783760.0,2025-03-13,35
82502077,NONCONFORMING,Wholesale,Purchase,928000.0,2025-03-12,34
82502083,FHA,Wholesale,Purchase,357050.0,2025-03-04,26
82502088,NONCONFORMING,Wholesale,Purchase,397500.0,2025-02-28,22
82502090,FHA,Wholesale,Refinance CashOut,364800.0,2025-02-27,21
82502094,NONCONFORMING,Wholesale,Purchase,170000.0,2025-03-14,18
82502095,NONCONFORMING,Wholesale,Purchase,258400.0,2025-02-18,11
82502120,CONFORMING,Wholesale,Purchase,662000.0,2025-03-10,28
82502121,NONCONFORMING,Wholesale,Refinance,311380.0,2025-03-31,49
82502128,2ND,Wholesale,Refinance CashOut,557866.0,2025-03-19,37
82502131,FHA,Wholesale,Purchase,269235.0,2025-03-10,28
82502132,NONCONFORMING,Wholesale,Purchase,268000.0,2025-03-12,30
82509672,2ND,Wholesale,Refinance CashOut,150000.0,2025-10-30,36
82509674,NONCONFORMING,Wholesale,Purchase,768000.0,2025-10-20,26
82509675,NONCONFORMING,Wholesale,Purchase,468000.0,2025-10-20,26
82509678,NONCONFORMING,Wholesale,Refinance CashOut,525000.0,2025-12-10,77
82509682,2ND,Wholesale,Refinance CashOut,350000.0,2025-10-20,26
82509654,FHA BOND,Wholesale,Purchase,361875.0,2025-11-21,58
82509657,NONCONFORMING,Wholesale,Refinance CashOut,752500.0,2025-10-22,28
82509659,NONCONFORMING,Wholesale,Purchase,311250.0,2025-10-28,34
82509661,NONCONFORMING,Wholesale,Purchase,272000.0,2025-10-21,27
82509664,NONCONFORMING,Wholesale,Purchase,292000.0,2025-10-08,14
82509665,NONCONFORMING,Wholesale,Purchase,449999.0,2025-10-22,27
82509666,NONCONFORMING,Wholesale,Refinance CashOut,352000.0,2025-11-07,44
82509667,CONFORMING,Wholesale,Purchase,442000.0,2025-10-24,30
82509683,NONCONFORMING,Wholesale,Refinance,765000.0,2025-11-19,56
82509686,NONCONFORMING,Wholesale,Purchase,409500.0,2025-10-29,34
82509688,NONCONFORMING,Wholesale,Purchase,567000.0,2025-10-27,32
82509689,NONCONFORMING,Wholesale,Purchase,233100.0,2025-10-27,32
82509690,NONCONFORMING,Wholesale,Purchase,580000.0,2025-10-22,27
82509691,NONCONFORMING,Wholesale,Purchase,799229.0,2025-10-29,34
82509701,FHA,Wholesale,Refinance,506625.0,2025-11-10,46
82509704,CONFORMING,Wholesale,Purchase,805000.0,2025-10-28,33
82509707,NONCONFORMING,Wholesale,Purchase,440000.0,2025-10-31,36
82509709,FHA,Wholesale,Purchase,583825.0,2025-10-15,20
82509695,2ND,Wholesale,Purchase,13125.0,2025-11-21,58
82509699,NONCONFORMING,Wholesale,Refinance CashOut,225400.0,2025-11-20,56
82509700,NONCONFORMING,Wholesale,Refinance CashOut,2400000.0,2025-11-12,48
82509712,NONCONFORMING,Wholesale,Purchase,344000.0,2025-10-10,15
82509713,FHA,Wholesale,Purchase,410125.0,2025-11-25,32
82509714,FHA,Wholesale,Refinance,704819.0,2025-11-03,39
82509720,NONCONFORMING,Wholesale,Refinance CashOut,324000.0,2025-12-01,66
82509746,NONCONFORMING,Wholesale,Purchase,427452.0,2025-11-03,38
82509747,NONCONFORMING,Wholesale,Purchase,420000.0,2025-11-21,56
82509722,NONCONFORMING,Wholesale,Purchase,315000.0,2025-10-21,25
82509724,NONCONFORMING,Wholesale,Refinance,484400.0,2025-10-27,31
82509728,NONCONFORMING,Wholesale,Refinance CashOut,250000.0,2025-10-22,26
82509730,NONCONFORMING,Wholesale,Purchase,945000.0,2025-10-31,35
82509732,NONCONFORMING,Wholesale,Purchase,290000.0,2025-10-30,31
82509733,NONCONFORMING,Wholesale,Refinance,2238000.0,2025-10-30,34
82509734,FHA,Wholesale,Purchase,873325.0,2025-10-23,21
82509735,CONFORMING,Wholesale,Purchase,450000.0,2025-10-21,25
82408271,NONCONFORMING,Wholesale,Purchase,640000.0,2024-09-06,17
82408274,NONCONFORMING,Wholesale,Purchase,150000.0,2024-09-06,17
82408276,NONCONFORMING,Wholesale,Refinance,155000.0,2024-12-20,122
82408278,NONCONFORMING,Wholesale,Purchase,686250.0,2024-08-30,10
82408279,NONCONFORMING,Wholesale,Purchase,1360000.0,2024-09-30,41
82408281,CONVENTIONAL BOND,Wholesale,Purchase,338000.0,2024-10-10,50
82408282,2ND,Wholesale,Refinance CashOut,300000.0,2024-09-19,29
82408283,NONCONFORMING,Wholesale,Purchase,226500.0,2024-09-20,30
82408287,ZERO INTEREST PROGRAM,Wholesale,Purchase,80000.0,2024-10-10,50
82408289,FHA BOND,Wholesale,Purchase,550050.0,2024-09-23,33
82408290,2ND,Wholesale,Refinance CashOut,210000.0,2024-10-04,44
82408296,FHA,Wholesale,Other,441994.0,2024-09-13,23
82408298,NONCONFORMING,Wholesale,Purchase,248000.0,2024-09-12,22
82408300,NONCONFORMING,Wholesale,Purchase,513600.0,2024-09-26,35
82408302,CONVENTIONAL BOND STD MI,Wholesale,Purchase,510000.0,2024-09-18,27
82408306,CONFORMING,Wholesale,Refinance CashOut,150000.0,2024-11-12,82
82408318,2ND,Wholesale,Purchase,19950.0,2024-09-23,33
82408320,NONCONFORMING,Wholesale,Purchase,420000.0,2024-09-18,27
82408323,ZERO INTEREST PROGRAM,Wholesale,Purchase,120000.0,2024-09-18,27
82408325,NONCONFORMING,Wholesale,Purchase,636000.0,2024-09-13,22
82408327,VA,Wholesale,Purchase,389990.0,2024-11-07,64
82408330,2ND,Wholesale,Refinance CashOut,125000.0,2024-09-30,39
