year,month,snapshot_day,method,already_funded,projected_pipeline,projected,actual,error_pct,direction,training_mode
2025,11,0,Transition Tables,0.0,92635222.67435864,92635222.67435864,123264369.0,-24.84833741828619,under,fixed
2025,11,0,ML,0.0,126345517.30475809,126345517.30475809,123264369.0,2.4996260717954,over,fixed
2025,11,1,Transition Tables,0.0,93887290.03612228,93887290.03612228,123264369.0,-23.83257968397804,under,fixed
2025,11,1,ML,0.0,126316199.09689769,126316199.09689769,123264369.0,2.4758412521445607,over,fixed
2025,11,8,Transition Tables,28598212.0,100088069.12594321,128686281.12594321,123264369.0,4.398604535868118,over,fixed
2025,11,8,ML,28598212.0,114900626.69082952,143498838.69082952,123264369.0,16.415505839184977,over,fixed
2025,11,15,Transition Tables,62329701.0,99186939.52865323,161516640.52865323,123264369.0,31.03270786114456,over,fixed
2025,11,15,ML,62329701.0,81598966.05488849,143928667.0548885,123264369.0,16.764210308729595,over,fixed
2025,11,22,Transition Tables,99145392.0,93246600.53687865,192391992.53687865,123264369.0,56.08078319605777,over,fixed
2025,11,22,ML,99145392.0,45294206.43327595,144439598.43327594,123264369.0,17.1787107702437,over,fixed
2025,12,0,Transition Tables,0.0,85042237.74642067,85042237.74642067,93412090.0,-8.960138086600281,under,fixed
2025,12,0,ML,0.0,102978166.35950826,102978166.35950826,93412090.0,10.240726183846503,over,fixed
2025,12,1,Transition Tables,6214200.0,85450734.20642954,91664934.20642954,93412090.0,-1.8703743739921235,under,fixed
2025,12,1,ML,6214200.0,97979559.77246344,104193759.77246344,93412090.0,11.54204961313192,over,fixed
2025,12,8,Transition Tables,37562996.0,71193341.64268377,108756337.64268377,93412090.0,16.42640437943715,over,fixed
2025,12,8,ML,37562996.0,64910172.44743868,102473168.44743869,93412090.0,9.700113173186347,over,fixed
2025,12,15,Transition Tables,68191001.0,51146781.72267472,119337782.72267473,93412090.0,27.75410840574783,over,fixed
2025,12,15,ML,68191001.0,33186391.262184314,101377392.26218432,93412090.0,8.52705711025663,over,fixed
2025,12,22,Transition Tables,80790898.0,42225912.87708394,123016810.87708394,93412090.0,31.692600901108136,over,fixed
2025,12,22,ML,80790898.0,17998914.933665384,98789812.93366538,93412090.0,5.756988130407295,over,fixed
2024,1,0,Transition Tables,0.0,16819248.707626328,16819248.707626328,36630894.0,-54.08452573495387,under,rolling
2024,1,0,ML,0.0,25911475.58099743,25911475.58099743,36630894.0,-29.263327340584617,under,rolling
2024,1,1,Transition Tables,0.0,16819248.707626328,16819248.707626328,36630894.0,-54.08452573495387,under,rolling
2024,1,1,ML,0.0,25477983.897163395,25477983.897163395,36630894.0,-30.446731938446835,under,rolling
2024,1,8,Transition Tables,6501811.0,19824970.682406366,26326781.682406366,36630894.0,-28.12956822073093,under,rolling
2024,1,8,ML,6501811.0,24615335.580212813,31117146.580212813,36630894.0,-15.052178141727,under,rolling
2024,1,15,Transition Tables,11983351.0,22441924.15320469,34425275.153204694,36630894.0,-6.021198518374423,under,rolling
2024,1,15,ML,11983351.0,20963224.33878807,32946575.33878807,36630894.0,-10.05795452661333,under,rolling
2024,1,22,Transition Tables,24328531.0,17983421.03091126,42311952.03091126,36630894.0,15.508925419377587,over,rolling
2024,1,22,ML,24328531.0,10058796.047495155,34387327.04749516,36630894.0,-6.124794422175019,under,rolling
2024,2,0,Transition Tables,0.0,22391191.960691977,22391191.960691977,57139314.0,-60.8129842778792,under,rolling
