year,month,snapshot_day,actual,already_funded,active_loans,method,projected_pipeline,projected,error_pct,eliminated,pct_eliminated,false_negatives,false_neg_dollars,false_neg_rate
2025,11,1,123264369.0,0.0,1149,ML_no_filter,126316199.09689769,126316199.09689769,2.4758412521445607,,,,,
2025,11,1,123264369.0,0.0,1149,ML_with_filter,126316199.09689769,126316199.09689769,2.4758412521445607,0.0,0.0,0.0,0.0,0.0
2025,11,8,123264369.0,28598212.0,1170,ML_no_filter,114900626.69082952,143498838.69082952,16.415505839184977,,,,,
2025,11,8,123264369.0,28598212.0,1170,ML_with_filter,114900626.69082952,143498838.69082952,16.415505839184977,0.0,0.0,0.0,0.0,0.0
2025,11,15,123264369.0,62329701.0,1202,ML_no_filter,81598966.05488849,143928667.0548885,16.764210308729595,,,,,
2025,11,15,123264369.0,62329701.0,1202,ML_with_filter,80843371.84897405,143173072.84897405,16.151223594041234,468.0,38.9,0.0,0.0,0.0
2025,11,22,123264369.0,99145392.0,1214,ML_no_filter,45294206.43327595,144439598.43327594,17.1787107702437,,,,,
2025,11,22,123264369.0,99145392.0,1214,ML_with_filter,44742924.1660067,143888316.16600668,16.73147506722456,476.0,39.2,0.0,0.0,0.0
2025,12,0,93412090.0,0.0,1241,ML_no_filter,102978166.35950826,102978166.35950826,10.240726183846503,,,,,
2025,12,0,93412090.0,0.0,1241,ML_with_filter,102978166.35950826,102978166.35950826,10.240726183846503,0.0,0.0,0.0,0.0,0.0
2025,12,1,93412090.0,6214200.0,1252,ML_no_filter,97979559.77246344,104193759.77246344,11.54204961313192,,,,,
2025,12,1,93412090.0,6214200.0,1252,ML_with_filter,97979559.77246344,104193759.77246344,11.54204961313192,0.0,0.0,0.0,0.0,0.0
2025,12,8,93412090.0,37562996.0,1139,ML_no_filter,64910172.44743868,102473168.44743869,9.700113173186347,,,,,
2025,12,8,93412090.0,37562996.0,1139,ML_with_filter,64910172.44743868,102473168.44743869,9.700113173186347,0.0,0.0,0.0,0.0,0.0
2025,12,15,93412090.0,68191001.0,1109,ML_no_filter,33186391.262184314,101377392.26218432,8.52705711025663,,,,,
2025,12,15,93412090.0,68191001.0,1109,ML_with_filter,32466391.0052047,100657392.0052047,7.756278662863349,401.0,36.2,0.0,0.0,0.0
2025,12,22,93412090.0,80790898.0,1078,ML_no_filter,17998914.933665384,98789812.93366538,5.756988130407295,,,,,
2025,12,22,93412090.0,80790898.0,1078,ML_with_filter,17474236.56200485,98265134.56200485,5.195306691034158,402.0,37.3,0.0,0.0,0.0
